,rank,name,birth,team,year,gp,cg,sho,gs,win,loss,save,hold,inning,runs,earned_run,batter_faced,hits,base2,base3,home_run,walk,intentional_walk,hb,so,balk,wild,ERA,FIP,WHIP,ERAplus,FIPplus,WAR,WPA,relief_WAR
0,1.0,선동열,1963-01-10,Haitai Tigers,1986,39.0,19.0,8.0,22.0,24.0,6.0,6.0,0.0,262.2,38.0,29.0,972.0,153.0,0.0,0.0,2.0,52.0,5.0,7.0,214.0,2.0,3.0,0.99,1.16,0.78,307.1,262.7,14.89,0.0,6.18
1,2.0,장명부,1950-12-27,Samsung Lions,1983,60.0,36.0,5.0,44.0,30.0,16.0,6.0,0.0,427.1,138.0,111.0,1712.0,388.0,0.0,0.0,19.0,106.0,6.0,16.0,220.0,1.0,6.0,2.34,2.42,1.16,143.4,138.5,13.63,0.0,5.68
2,3.0,선동열,1963-01-10,Haitai Tigers,1988,31.0,9.0,1.0,12.0,16.0,5.0,10.0,0.0,178.1,29.0,24.0,674.0,116.0,0.0,0.0,3.0,35.0,0.0,7.0,200.0,1.0,0.0,1.21,1.26,0.85,316.2,303.8,11.79,0.0,4.89
3,4.0,최동원,1958-05-24,Lotte Giants,1986,39.0,17.0,4.0,21.0,19.0,14.0,2.0,0.0,267.0,60.0,46.0,1039.0,204.0,0.0,0.0,7.0,55.0,5.0,6.0,208.0,0.0,2.0,1.55,1.49,0.97,191.8,200.0,11.74,0.0,4.64
4,5.0,김시진,1958-03-20,Samsung Lions,1985,47.0,10.0,2.0,29.0,25.0,5.0,10.0,0.0,269.2,63.0,60.0,1064.0,172.0,0.0,0.0,8.0,121.0,3.0,15.0,201.0,1.0,10.0,2.0,2.59,1.09,177.3,137.0,10.52,0.0,3.97
5,6.0,최동원,1958-05-24,Lotte Giants,1985,42.0,14.0,4.0,17.0,20.0,9.0,8.0,0.0,225.0,60.0,48.0,865.0,170.0,0.0,0.0,7.0,41.0,2.0,8.0,161.0,1.0,3.0,1.92,1.82,0.94,177.6,187.7,9.88,0.0,3.85
6,7.0,최동원,1958-05-24,Lotte Giants,1984,51.0,14.0,1.0,20.0,27.0,13.0,6.0,0.0,284.2,91.0,76.0,1132.0,229.0,0.0,0.0,18.0,68.0,1.0,14.0,223.0,0.0,3.0,2.4,2.25,1.04,135.4,144.6,9.72,0.0,3.81
7,8.0,선동열,1963-01-10,Haitai Tigers,1987,31.0,7.0,4.0,11.0,14.0,2.0,6.0,0.0,162.0,21.0,16.0,604.0,89.0,0.0,0.0,2.0,47.0,1.0,3.0,144.0,1.0,1.0,0.89,1.76,0.84,392.4,198.4,9.39,0.0,3.71
8,9.0,김일융,1951-05-11,Samsung Lions,1984,38.0,14.0,3.0,23.0,16.0,10.0,3.0,0.0,222.0,68.0,56.0,907.0,191.0,0.0,0.0,7.0,78.0,4.0,6.0,155.0,1.0,5.0,2.27,2.24,1.21,146.8,149.1,7.44,0.0,3.69
9,10.0,윤학길,1961-07-04,Lotte Giants,1988,35.0,17.0,3.0,25.0,18.0,10.0,3.0,0.0,234.0,89.0,82.0,967.0,241.0,0.0,0.0,9.0,53.0,1.0,3.0,123.0,1.0,7.0,3.15,2.73,1.26,121.4,140.2,7.27,0.0,3.61
10,11.0,한희민,1962-07-19,Binggre Eagles,1987,30.0,14.0,3.0,22.0,13.0,8.0,4.0,0.0,206.0,64.0,54.0,798.0,156.0,0.0,0.0,7.0,44.0,2.0,4.0,116.0,1.0,0.0,2.36,2.45,0.97,155.2,149.3,7.19,0.0,3.02
11,12.0,최동원,1958-05-24,Lotte Giants,1987,32.0,15.0,4.0,22.0,14.0,12.0,2.0,0.0,224.0,80.0,70.0,920.0,218.0,0.0,0.0,6.0,61.0,2.0,7.0,163.0,0.0,3.0,2.81,2.24,1.25,125.6,157.5,7.15,0.0,3.02
12,13.0,김용수,1960-05-02,MBC Blue Dragons,1986,60.0,0.0,0.0,3.0,9.0,9.0,26.0,0.0,178.0,40.0,33.0,694.0,128.0,0.0,0.0,4.0,59.0,7.0,3.0,74.0,0.0,0.0,1.67,2.46,1.05,177.7,120.4,6.92,0.0,2.35
13,14.0,이상윤,1960-12-21,Haitai Tigers,1983,46.0,14.0,3.0,22.0,20.0,10.0,6.0,0.0,229.1,83.0,68.0,944.0,181.0,0.0,0.0,10.0,95.0,0.0,4.0,178.0,0.0,3.0,2.67,2.37,1.2,121.9,137.4,6.79,0.0,2.29
14,15.0,김시진,1958-03-20,Samsung Lions,1983,37.0,17.0,5.0,25.0,17.0,12.0,1.0,0.0,229.1,78.0,65.0,950.0,189.0,0.0,0.0,8.0,95.0,6.0,14.0,154.0,0.0,5.0,2.55,2.52,1.24,131.2,133.0,6.78,0.0,2.28
15,16.0,최일언,1961-07-27,OB Bears,1986,33.0,12.0,6.0,23.0,19.0,4.0,2.0,0.0,221.2,49.0,39.0,881.0,140.0,0.0,0.0,2.0,101.0,3.0,6.0,101.0,0.0,3.0,1.58,2.69,1.09,187.7,110.5,6.75,0.0,2.21
16,17.0,이상군,1962-04-21,Binggre Eagles,1987,33.0,24.0,3.0,27.0,18.0,11.0,2.0,0.0,246.2,83.0,70.0,1006.0,233.0,0.0,0.0,13.0,52.0,1.0,10.0,85.0,2.0,2.0,2.55,3.21,1.16,143.4,114.2,6.51,0.0,2.14
17,18.0,김건우,1963-08-30,MBC Blue Dragons,1986,37.0,9.0,2.0,29.0,18.0,6.0,0.0,0.0,229.1,62.0,46.0,891.0,170.0,0.0,0.0,6.0,62.0,1.0,9.0,102.0,3.0,4.0,1.81,2.44,1.01,164.3,121.5,6.46,0.0,2.1
18,19.0,선동열,1963-01-10,Haitai Tigers,1985,25.0,1.0,0.0,3.0,7.0,4.0,8.0,0.0,111.0,30.0,21.0,424.0,74.0,0.0,0.0,2.0,20.0,4.0,3.0,103.0,0.0,3.0,1.7,1.11,0.85,205.0,314.9,6.4,0.0,2.03
19,20.0,김용수,1960-05-02,MBC Blue Dragons,1987,52.0,0.0,0.0,1.0,9.0,5.0,24.0,0.0,141.0,34.0,31.0,560.0,109.0,0.0,0.0,6.0,36.0,6.0,4.0,71.0,0.0,0.0,1.98,2.74,1.03,174.1,125.9,5.98,0.0,1.94
20,21.0,장명부,1950-12-27,Samsung Lions,1984,45.0,15.0,2.0,25.0,13.0,20.0,7.0,0.0,261.2,111.0,96.0,1074.0,261.0,0.0,0.0,20.0,66.0,7.0,6.0,145.0,0.0,3.0,3.3,2.77,1.25,101.6,121.1,5.79,0.0,1.89
21,22.0,윤학길,1961-07-04,Lotte Giants,1987,31.0,13.0,2.0,20.0,13.0,10.0,1.0,0.0,200.0,66.0,57.0,815.0,191.0,0.0,0.0,4.0,62.0,5.0,3.0,84.0,0.0,2.0,2.57,2.79,1.27,137.8,126.8,5.72,0.0,1.86
22,23.0,이길환,1959-07-15,MBC Blue Dragons,1983,33.0,10.0,4.0,20.0,15.0,7.0,4.0,0.0,208.1,68.0,58.0,845.0,184.0,0.0,0.0,8.0,56.0,3.0,11.0,84.0,2.0,1.0,2.51,2.67,1.15,123.4,115.7,5.49,0.0,1.86
23,24.0,계형철,1953-04-03,OB Bears,1984,29.0,6.0,1.0,28.0,14.0,4.0,0.0,0.0,174.2,44.0,40.0,701.0,135.0,0.0,0.0,8.0,63.0,1.0,7.0,92.0,0.0,4.0,2.06,2.87,1.13,162.9,117.1,5.46,0.0,1.78
24,25.0,김일융,1951-05-11,Samsung Lions,1985,34.0,11.0,3.0,28.0,25.0,6.0,0.0,0.0,226.0,87.0,70.0,920.0,200.0,0.0,0.0,13.0,77.0,6.0,5.0,107.0,0.0,4.0,2.79,3.03,1.23,127.4,117.3,5.43,0.0,1.77
25,26.0,이상윤,1960-12-21,Haitai Tigers,1984,40.0,8.0,1.0,18.0,10.0,13.0,8.0,0.0,211.2,75.0,67.0,876.0,186.0,0.0,0.0,14.0,73.0,8.0,10.0,128.0,0.0,2.0,2.85,2.85,1.22,115.7,115.5,5.43,0.0,1.76
26,27.0,이상군,1962-04-21,Binggre Eagles,1986,35.0,19.0,4.0,30.0,12.0,17.0,1.0,0.0,243.1,88.0,71.0,972.0,216.0,0.0,0.0,17.0,43.0,3.0,11.0,104.0,0.0,0.0,2.63,2.76,1.06,119.5,113.8,5.28,0.0,1.74
27,28.0,임호균,1956-03-26,Samsung Lions,1983,35.0,15.0,1.0,29.0,12.0,15.0,2.0,0.0,234.2,94.0,79.0,954.0,231.0,0.0,0.0,16.0,52.0,1.0,6.0,86.0,1.0,1.0,3.03,2.94,1.21,110.6,114.0,5.23,0.0,1.65
28,29.0,하기룡,1955-05-08,MBC Blue Dragons,1983,36.0,6.0,2.0,16.0,10.0,11.0,4.0,0.0,173.2,57.0,45.0,696.0,137.0,0.0,0.0,4.0,48.0,7.0,8.0,73.0,2.0,4.0,2.33,2.36,1.07,132.6,130.9,5.15,0.0,1.65
29,30.0,이상군,1962-04-21,Binggre Eagles,1988,38.0,3.0,1.0,8.0,10.0,3.0,16.0,0.0,135.0,38.0,36.0,530.0,120.0,0.0,0.0,7.0,22.0,2.0,3.0,47.0,0.0,2.0,2.4,3.07,1.05,163.5,128.0,5.13,0.0,1.63
30,31.0,최동원,1958-05-24,Lotte Giants,1983,38.0,16.0,1.0,21.0,9.0,16.0,4.0,0.0,208.2,89.0,67.0,863.0,202.0,0.0,0.0,17.0,51.0,2.0,8.0,148.0,0.0,3.0,2.89,2.52,1.21,114.2,131.1,5.0,0.0,1.61
31,32.0,김용남,1958-02-26,Haitai Tigers,1983,35.0,6.0,3.0,22.0,13.0,10.0,1.0,0.0,181.1,67.0,57.0,731.0,171.0,0.0,0.0,12.0,30.0,3.0,5.0,80.0,0.0,1.0,2.83,2.57,1.11,115.0,126.9,4.82,0.0,1.61
32,33.0,한희민,1962-07-19,Binggre Eagles,1988,31.0,10.0,4.0,20.0,16.0,5.0,5.0,0.0,188.0,72.0,65.0,782.0,188.0,0.0,0.0,16.0,55.0,2.0,7.0,103.0,0.0,1.0,3.11,3.55,1.29,126.1,110.7,4.82,0.0,1.51
33,34.0,장호연,1960-05-05,OB Bears,1987,32.0,13.0,2.0,21.0,15.0,8.0,6.0,0.0,188.1,67.0,59.0,784.0,170.0,0.0,0.0,1.0,74.0,1.0,10.0,73.0,0.0,6.0,2.82,3.08,1.3,121.9,111.5,4.51,0.0,1.5
34,35.0,김성길,1956-05-22,Samsung Lions,1988,38.0,2.0,1.0,15.0,8.0,4.0,6.0,0.0,151.1,51.0,47.0,615.0,150.0,0.0,0.0,10.0,31.0,2.0,5.0,62.0,2.0,0.0,2.8,3.29,1.2,138.0,117.1,4.33,0.0,1.46
35,36.0,윤석환,1961-07-07,OB Bears,1984,57.0,0.0,0.0,4.0,12.0,8.0,25.0,0.0,146.0,49.0,46.0,581.0,108.0,0.0,0.0,17.0,43.0,4.0,3.0,111.0,1.0,3.0,2.84,3.0,1.03,118.4,112.1,4.29,0.0,1.44
36,37.0,최일언,1961-07-27,OB Bears,1984,37.0,2.0,0.0,18.0,9.0,6.0,3.0,0.0,167.2,60.0,53.0,695.0,145.0,0.0,0.0,6.0,65.0,3.0,8.0,86.0,0.0,8.0,2.84,2.83,1.25,118.1,118.6,4.25,0.0,1.39
37,38.0,김신부,1963-07-06,Chungbo Pintos,1986,40.0,10.0,3.0,28.0,10.0,10.0,0.0,0.0,233.0,93.0,83.0,965.0,220.0,0.0,0.0,12.0,57.0,5.0,21.0,89.0,1.0,1.0,3.21,2.92,1.19,98.3,107.9,4.21,0.0,1.36
38,39.0,박상열,1955-08-05,OB Bears,1983,30.0,7.0,1.0,20.0,10.0,9.0,0.0,0.0,173.1,57.0,48.0,716.0,162.0,0.0,0.0,11.0,44.0,1.0,14.0,68.0,2.0,0.0,2.49,3.08,1.19,131.3,106.1,4.19,0.0,1.34
39,40.0,김진욱,1960-08-05,OB Bears,1987,32.0,7.0,2.0,12.0,4.0,7.0,6.0,0.0,150.1,49.0,43.0,601.0,120.0,0.0,0.0,3.0,58.0,2.0,3.0,81.0,1.0,1.0,2.57,2.83,1.18,133.5,121.6,4.16,0.0,1.34
40,41.0,정삼흠,1961-11-05,MBC Blue Dragons,1987,33.0,8.0,3.0,18.0,6.0,13.0,2.0,0.0,195.1,68.0,62.0,804.0,171.0,0.0,0.0,10.0,73.0,3.0,7.0,85.0,0.0,3.0,2.86,3.45,1.25,120.6,100.0,4.15,0.0,1.33
41,42.0,계형철,1953-04-03,OB Bears,1985,34.0,8.0,0.0,26.0,11.0,11.0,2.0,0.0,194.0,71.0,60.0,789.0,165.0,0.0,0.0,17.0,63.0,0.0,7.0,84.0,0.0,6.0,2.78,3.57,1.18,128.1,99.8,4.09,0.0,1.33
42,43.0,윤석환,1961-07-07,OB Bears,1988,40.0,0.0,0.0,1.0,13.0,3.0,14.0,0.0,108.0,28.0,25.0,439.0,96.0,0.0,0.0,6.0,38.0,5.0,2.0,53.0,1.0,0.0,2.08,3.29,1.24,180.5,114.3,3.97,0.0,1.32
43,44.0,김시진,1958-03-20,Samsung Lions,1987,33.0,7.0,3.0,27.0,23.0,6.0,0.0,0.0,193.1,73.0,67.0,818.0,166.0,0.0,0.0,9.0,96.0,1.0,7.0,113.0,1.0,5.0,3.12,3.49,1.36,114.4,102.4,3.97,0.0,1.26
44,45.0,정삼흠,1961-11-05,MBC Blue Dragons,1985,41.0,7.0,3.0,16.0,9.0,12.0,5.0,0.0,192.2,72.0,67.0,801.0,169.0,0.0,0.0,13.0,72.0,2.0,12.0,99.0,0.0,5.0,3.13,3.34,1.25,106.7,99.9,3.96,0.0,1.21
45,46.0,박동수,1961-06-12,Lotte Giants,1986,30.0,5.0,0.0,13.0,8.0,7.0,3.0,0.0,148.2,53.0,42.0,613.0,133.0,0.0,0.0,2.0,31.0,4.0,13.0,68.0,0.0,1.0,2.54,2.14,1.1,117.0,138.8,3.93,0.0,1.19
46,47.0,김건우,1963-08-30,MBC Blue Dragons,1987,26.0,6.0,1.0,23.0,12.0,7.0,0.0,0.0,163.1,54.0,48.0,686.0,170.0,0.0,0.0,5.0,51.0,0.0,3.0,56.0,1.0,1.0,2.64,3.17,1.35,130.3,108.6,3.87,0.0,1.18
47,48.0,최동원,1958-05-24,Lotte Giants,1988,16.0,3.0,1.0,4.0,7.0,3.0,3.0,0.0,83.1,24.0,19.0,349.0,77.0,0.0,0.0,4.0,24.0,3.0,1.0,83.0,1.0,1.0,2.05,2.0,1.21,186.6,191.3,3.86,0.0,1.15
48,49.0,오영일,1960-02-06,MBC Blue Dragons,1983,36.0,7.0,0.0,13.0,10.0,9.0,4.0,0.0,173.0,62.0,56.0,704.0,147.0,0.0,0.0,8.0,59.0,0.0,8.0,69.0,1.0,6.0,2.91,3.02,1.19,106.1,102.3,3.81,0.0,1.15
49,50.0,장호연,1960-05-05,OB Bears,1986,31.0,10.0,4.0,22.0,13.0,9.0,3.0,0.0,165.2,46.0,35.0,659.0,136.0,0.0,0.0,7.0,45.0,0.0,6.0,44.0,2.0,1.0,1.9,3.02,1.09,156.3,98.5,3.8,0.0,1.14
50,51.0,최일언,1961-07-27,OB Bears,1985,38.0,2.0,0.0,9.0,10.0,14.0,3.0,0.0,144.2,57.0,39.0,610.0,119.0,0.0,0.0,4.0,75.0,3.0,5.0,88.0,0.0,2.0,2.43,2.96,1.34,146.9,120.6,3.8,0.0,1.14
51,52.0,오영일,1960-02-06,MBC Blue Dragons,1984,40.0,14.0,2.0,23.0,15.0,14.0,3.0,0.0,239.2,92.0,82.0,1004.0,239.0,0.0,0.0,16.0,79.0,2.0,13.0,92.0,0.0,3.0,3.08,3.37,1.33,100.4,91.8,3.77,0.0,1.13
52,53.0,김진욱,1960-08-05,OB Bears,1988,29.0,5.0,2.0,14.0,11.0,8.0,2.0,0.0,139.1,52.0,48.0,559.0,116.0,0.0,0.0,6.0,45.0,2.0,8.0,73.0,2.0,4.0,3.1,3.19,1.16,121.3,118.0,3.75,0.0,1.12
53,54.0,권영호,1954-01-23,Samsung Lions,1985,54.0,0.0,0.0,13.0,6.0,6.0,26.0,0.0,174.2,75.0,68.0,746.0,170.0,0.0,0.0,14.0,68.0,4.0,3.0,81.0,1.0,4.0,3.5,3.48,1.36,101.4,102.0,3.72,0.0,1.1
54,55.0,최일언,1961-07-27,OB Bears,1988,20.0,2.0,0.0,13.0,6.0,4.0,0.0,0.0,115.2,33.0,28.0,485.0,100.0,0.0,0.0,0.0,48.0,0.0,5.0,50.0,0.0,2.0,2.18,3.09,1.28,172.6,121.8,3.71,0.0,1.09
55,56.0,김시진,1958-03-20,Samsung Lions,1984,39.0,11.0,2.0,26.0,19.0,11.0,2.0,0.0,215.0,94.0,76.0,910.0,178.0,0.0,0.0,14.0,112.0,2.0,13.0,154.0,0.0,8.0,3.18,3.27,1.35,104.7,101.9,3.65,0.0,1.07
56,57.0,황규봉,1953-04-24,Samsung Lions,1985,34.0,4.0,0.0,24.0,14.0,7.0,4.0,0.0,165.2,66.0,56.0,679.0,158.0,0.0,0.0,12.0,38.0,2.0,4.0,55.0,2.0,1.0,3.04,3.22,1.18,116.7,110.3,3.61,0.0,1.05
57,58.0,김봉근,1961-03-13,MBC Blue Dragons,1984,32.0,7.0,1.0,20.0,9.0,7.0,2.0,0.0,171.1,62.0,48.0,681.0,146.0,0.0,0.0,9.0,37.0,3.0,6.0,60.0,1.0,1.0,2.52,2.82,1.07,122.6,109.4,3.58,0.0,1.04
58,59.0,양상문,1961-03-24,Chungbo Pintos,1987,36.0,13.0,3.0,23.0,12.0,13.0,0.0,0.0,209.1,87.0,72.0,863.0,188.0,0.0,0.0,18.0,66.0,2.0,5.0,84.0,0.0,2.0,3.1,3.77,1.21,116.0,95.2,3.55,0.0,1.04
59,60.0,김시진,1958-03-20,Samsung Lions,1986,30.0,11.0,1.0,26.0,16.0,6.0,3.0,0.0,196.2,68.0,54.0,822.0,161.0,0.0,0.0,6.0,110.0,4.0,6.0,87.0,0.0,3.0,2.47,3.3,1.38,125.1,93.8,3.51,0.0,0.98
60,61.0,최일언,1961-07-27,OB Bears,1987,24.0,9.0,2.0,19.0,14.0,8.0,1.0,0.0,154.2,52.0,44.0,639.0,129.0,0.0,0.0,4.0,70.0,0.0,6.0,70.0,0.0,5.0,2.56,3.37,1.29,134.3,101.9,3.49,0.0,0.98
61,62.0,성준,1962-09-25,Samsung Lions,1986,29.0,6.0,1.0,19.0,15.0,5.0,2.0,0.0,149.0,48.0,39.0,607.0,135.0,0.0,0.0,9.0,40.0,3.0,3.0,60.0,2.0,2.0,2.36,2.86,1.17,131.2,108.1,3.46,0.0,0.98
62,63.0,박동수,1961-06-12,Lotte Giants,1985,32.0,7.0,2.0,22.0,9.0,10.0,0.0,0.0,168.0,69.0,51.0,695.0,158.0,0.0,0.0,11.0,36.0,1.0,17.0,84.0,1.0,2.0,2.73,3.0,1.16,124.8,113.8,3.45,0.0,0.98
63,64.0,권영호,1954-01-23,Samsung Lions,1986,38.0,3.0,1.0,10.0,7.0,7.0,19.0,0.0,146.1,47.0,45.0,593.0,121.0,0.0,0.0,12.0,53.0,3.0,2.0,74.0,0.0,6.0,2.77,3.2,1.19,111.7,96.7,3.43,0.0,0.98
64,65.0,유종겸,1956-09-14,MBC Blue Dragons,1983,34.0,4.0,0.0,14.0,8.0,7.0,5.0,0.0,139.0,45.0,37.0,560.0,103.0,0.0,0.0,8.0,50.0,0.0,5.0,74.0,0.0,4.0,2.4,2.93,1.1,129.1,105.6,3.42,0.0,0.96
65,66.0,하기룡,1955-05-08,MBC Blue Dragons,1984,30.0,11.0,3.0,19.0,15.0,8.0,1.0,0.0,178.2,70.0,56.0,751.0,171.0,0.0,0.0,7.0,59.0,2.0,13.0,81.0,0.0,6.0,2.82,2.92,1.29,109.6,105.9,3.38,0.0,0.95
66,67.0,오영일,1960-02-06,MBC Blue Dragons,1988,28.0,8.0,0.0,21.0,7.0,11.0,2.0,0.0,176.0,83.0,68.0,760.0,208.0,0.0,0.0,9.0,50.0,4.0,5.0,64.0,2.0,2.0,3.48,3.39,1.47,107.8,110.8,3.36,0.0,0.92
67,68.0,한희민,1962-07-19,Binggre Eagles,1986,29.0,12.0,3.0,19.0,9.0,13.0,0.0,0.0,175.1,67.0,61.0,700.0,136.0,0.0,0.0,18.0,49.0,1.0,10.0,123.0,3.0,2.0,3.13,3.0,1.06,100.2,104.6,3.31,0.0,0.91
68,69.0,이선희,1955-02-14,MBC Blue Dragons,1985,28.0,4.0,1.0,18.0,5.0,7.0,2.0,0.0,138.0,44.0,35.0,569.0,111.0,0.0,0.0,5.0,55.0,3.0,4.0,49.0,0.0,2.0,2.28,3.2,1.2,146.3,104.5,3.31,0.0,0.91
69,70.0,김훈기,1962-07-25,Samsung Lions,1988,27.0,6.0,3.0,10.0,10.0,5.0,3.0,0.0,118.0,44.0,36.0,472.0,102.0,0.0,0.0,8.0,23.0,2.0,3.0,50.0,0.0,0.0,2.75,3.22,1.06,140.5,119.7,3.22,0.0,0.88
70,71.0,김기태,1952-10-16,Chungbo Pintos,1986,42.0,6.0,1.0,12.0,9.0,14.0,5.0,0.0,175.1,73.0,62.0,746.0,158.0,0.0,0.0,12.0,66.0,5.0,17.0,109.0,0.0,6.0,3.18,3.06,1.28,99.0,103.1,3.21,0.0,0.88
71,72.0,박노준,1962-10-26,OB Bears,1986,33.0,1.0,0.0,9.0,5.0,6.0,7.0,0.0,110.1,34.0,28.0,442.0,91.0,0.0,0.0,4.0,36.0,2.0,2.0,61.0,0.0,3.0,2.28,2.42,1.15,130.1,122.8,3.13,0.0,0.87
72,73.0,차동철,1963-01-27,Haitai Tigers,1987,35.0,7.0,2.0,23.0,9.0,11.0,0.0,0.0,159.2,65.0,56.0,653.0,157.0,0.0,0.0,8.0,39.0,2.0,5.0,49.0,0.0,0.0,3.16,3.29,1.23,110.5,105.9,3.1,0.0,0.83
73,74.0,차동철,1963-01-27,Haitai Tigers,1986,33.0,3.0,2.0,21.0,10.0,4.0,3.0,0.0,131.0,46.0,41.0,535.0,134.0,0.0,0.0,4.0,24.0,1.0,5.0,35.0,0.0,1.0,2.82,2.58,1.21,108.3,118.3,3.04,0.0,0.83
74,75.0,강만식,1957-02-15,Haitai Tigers,1985,41.0,5.0,2.0,37.0,13.0,8.0,0.0,0.0,198.2,78.0,73.0,803.0,178.0,0.0,0.0,22.0,44.0,0.0,19.0,63.0,0.0,1.0,3.31,3.97,1.12,105.6,87.9,3.02,0.0,0.82
75,76.0,김진욱,1960-08-05,OB Bears,1985,30.0,4.0,2.0,22.0,10.0,8.0,0.0,0.0,143.0,56.0,48.0,605.0,134.0,0.0,0.0,7.0,55.0,0.0,10.0,57.0,1.0,4.0,3.02,3.42,1.32,118.0,104.3,2.96,0.0,0.82
76,77.0,문희수,1965-03-15,Haitai Tigers,1987,22.0,4.0,1.0,13.0,7.0,7.0,2.0,0.0,109.1,34.0,27.0,429.0,89.0,0.0,0.0,5.0,27.0,1.0,4.0,37.0,1.0,0.0,2.22,3.21,1.06,156.9,108.7,2.95,0.0,0.81
77,78.0,박상열,1955-08-05,OB Bears,1984,30.0,1.0,0.0,22.0,12.0,7.0,0.0,0.0,133.0,42.0,38.0,532.0,108.0,0.0,0.0,8.0,49.0,0.0,10.0,47.0,0.0,1.0,2.57,3.55,1.18,130.6,94.7,2.92,0.0,0.8
78,79.0,김일융,1951-05-11,Samsung Lions,1986,19.0,7.0,2.0,19.0,13.0,4.0,0.0,0.0,138.2,47.0,39.0,573.0,120.0,0.0,0.0,8.0,45.0,4.0,2.0,60.0,0.0,1.0,2.53,2.89,1.19,122.1,107.0,2.92,0.0,
79,80.0,방수원,1960-01-04,Haitai Tigers,1988,28.0,0.0,0.0,2.0,2.0,1.0,6.0,0.0,80.0,17.0,15.0,320.0,63.0,0.0,0.0,1.0,23.0,1.0,2.0,23.0,0.0,0.0,1.69,3.07,1.08,227.0,124.9,2.9,0.0,0.77
80,81.0,유종겸,1956-09-14,MBC Blue Dragons,1984,38.0,6.0,0.0,16.0,8.0,10.0,4.0,0.0,183.2,79.0,72.0,770.0,181.0,0.0,0.0,13.0,52.0,1.0,5.0,86.0,1.0,4.0,3.53,3.04,1.27,87.6,101.7,2.9,0.0,0.75
81,82.0,김용남,1958-02-26,Haitai Tigers,1984,31.0,6.0,2.0,21.0,7.0,11.0,1.0,0.0,132.2,58.0,45.0,547.0,133.0,0.0,0.0,10.0,19.0,0.0,1.0,68.0,0.0,1.0,3.05,2.55,1.15,108.0,129.4,2.9,0.0,0.74
82,83.0,이상윤,1960-12-21,Haitai Tigers,1988,30.0,3.0,1.0,22.0,16.0,6.0,0.0,0.0,137.0,56.0,44.0,575.0,98.0,0.0,0.0,3.0,75.0,1.0,4.0,55.0,1.0,4.0,2.89,3.77,1.26,132.5,101.6,2.89,0.0,0.74
83,84.0,차동철,1963-01-27,Haitai Tigers,1988,32.0,5.0,3.0,15.0,10.0,6.0,1.0,0.0,146.0,68.0,54.0,607.0,156.0,0.0,0.0,11.0,21.0,2.0,10.0,45.0,0.0,4.0,3.33,3.54,1.21,115.1,108.3,2.84,0.0,0.74
84,85.0,황규봉,1953-04-24,Samsung Lions,1984,30.0,2.0,1.0,8.0,10.0,2.0,4.0,0.0,108.0,42.0,39.0,452.0,109.0,0.0,0.0,4.0,24.0,1.0,8.0,48.0,0.0,2.0,3.25,2.6,1.23,102.5,128.4,2.83,0.0,0.71
85,86.0,배경환,1956-07-08,Lotte Giants,1983,37.0,4.0,2.0,20.0,7.0,4.0,0.0,0.0,150.0,72.0,53.0,637.0,159.0,0.0,0.0,9.0,32.0,0.0,5.0,62.0,2.0,2.0,3.18,2.75,1.27,103.8,120.0,2.81,0.0,0.7
86,87.0,장호연,1960-05-05,OB Bears,1984,31.0,0.0,0.0,4.0,5.0,3.0,1.0,0.0,102.1,34.0,18.0,407.0,77.0,0.0,0.0,3.0,35.0,0.0,4.0,47.0,0.0,3.0,1.58,2.75,1.09,212.2,122.3,2.81,0.0,0.68
87,88.0,김대현,1962-06-16,Haitai Tigers,1987,31.0,3.0,0.0,12.0,9.0,5.0,3.0,0.0,142.1,48.0,44.0,580.0,121.0,0.0,0.0,12.0,53.0,2.0,4.0,51.0,0.0,3.0,2.78,4.01,1.22,125.4,87.1,2.75,0.0,0.68
88,89.0,이용철,1966-10-06,MBC Blue Dragons,1988,29.0,6.0,0.0,19.0,7.0,11.0,0.0,0.0,144.1,63.0,44.0,610.0,138.0,0.0,0.0,5.0,55.0,0.0,7.0,46.0,2.0,1.0,2.74,3.68,1.34,136.7,101.9,2.75,0.0,0.68
89,90.0,권영호,1954-01-23,Samsung Lions,1983,32.0,5.0,0.0,15.0,6.0,10.0,7.0,0.0,135.0,58.0,48.0,556.0,113.0,0.0,0.0,7.0,48.0,2.0,6.0,49.0,1.0,2.0,3.2,3.16,1.19,104.6,105.8,2.69,0.0,0.67
90,91.0,양일환,1961-06-10,Samsung Lions,1983,32.0,4.0,0.0,21.0,9.0,7.0,1.0,0.0,176.1,82.0,63.0,738.0,155.0,0.0,0.0,12.0,63.0,2.0,11.0,63.0,1.0,1.0,3.22,3.45,1.24,104.0,96.9,2.64,0.0,0.65
91,92.0,권영호,1954-01-23,Samsung Lions,1984,29.0,2.0,0.0,18.0,6.0,8.0,2.0,0.0,137.1,53.0,50.0,574.0,124.0,0.0,0.0,8.0,57.0,3.0,4.0,52.0,1.0,0.0,3.28,3.41,1.32,101.7,97.8,2.61,0.0,0.65
92,93.0,김홍명,1962-06-16,Binggre Eagles,1988,24.0,7.0,1.0,22.0,8.0,13.0,0.0,0.0,151.2,75.0,72.0,656.0,158.0,0.0,0.0,8.0,72.0,6.0,4.0,61.0,1.0,3.0,4.27,3.84,1.52,91.9,102.1,2.61,0.0,0.65
